PMN (111), 2.4.2019, 11:26
Diameter[mm] 6.200e+00  Thickness[mm] 4.000e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Freq. [Hz]=3.725e+02  AC Volt  [Vrms]=1.000e+00
 Temp. [K]	 Eps'    	 Sig' [S/cm]	Tan(Delta)  	 Zs'' [Ohms]	 Eps''   	  Cp' [F]	 Zs' [Ohms]	M Temp [K]
3.11255e+02	1.48240e+04	4.96827e-10	1.61716e-04	-4.31254e+04	2.39726e+00	9.90665e-09	6.97405e+00	3.11255e+02
3.12036e+02	1.46459e+04	4.54548e-10	1.49753e-04	-4.36498e+04	2.19326e+00	9.78764e-09	6.53667e+00	3.12036e+02
3.12805e+02	1.44674e+04	9.21976e-10	3.07495e-04	-4.41881e+04	4.44867e+00	9.66839e-09	1.35876e+01	3.12805e+02
3.13564e+02	1.42895e+04	4.17930e-10	1.41123e-04	-4.47383e+04	2.01657e+00	9.54950e-09	6.31358e+00	3.13564e+02
3.14352e+02	1.41046e+04	7.63540e-10	2.61206e-04	-4.53250e+04	3.68420e+00	9.42588e-09	1.18392e+01	3.14352e+02
3.15116e+02	1.39343e+04	3.95467e-10	1.36941e-04	-4.58787e+04	1.90819e+00	9.31213e-09	6.28269e+00	3.15116e+02
3.15883e+02	1.37613e+04	-1.53409e-10	-5.37901e-05	-4.64556e+04	-7.40222e-01	9.19650e-09	-2.49885e+00	3.15883e+02
3.16640e+02	1.35948e+04	3.69102e-10	1.31004e-04	-4.70244e+04	1.78097e+00	9.08524e-09	6.16037e+00	3.16640e+02
3.17457e+02	1.34173e+04	4.09104e-10	1.47122e-04	-4.76465e+04	1.97399e+00	8.96662e-09	7.00985e+00	3.17457e+02
3.18230e+02	1.32462e+04	6.97788e-10	2.54180e-04	-4.82620e+04	3.36693e+00	8.85228e-09	1.22672e+01	3.18230e+02
3.19021e+02	1.30824e+04	4.86224e-10	1.79333e-04	-4.88664e+04	2.34610e+00	8.74278e-09	8.76336e+00	3.19021e+02
3.19791e+02	1.29214e+04	-1.46845e-10	-5.48354e-05	-4.94754e+04	-7.08548e-01	8.63516e-09	-2.71301e+00	3.19791e+02
3.20703e+02	1.27295e+04	6.87808e-10	2.60716e-04	-5.02211e+04	3.31878e+00	8.50694e-09	1.30934e+01	3.20703e+02
3.21577e+02	1.25554e+04	3.09127e-10	1.18800e-04	-5.09176e+04	1.49158e+00	8.39058e-09	6.04903e+00	3.21577e+02
3.22478e+02	1.23702e+04	1.15098e-10	4.48953e-05	-5.16797e+04	5.55365e-01	8.26686e-09	2.32017e+00	3.22478e+02
3.23357e+02	1.21975e+04	1.38212e-10	5.46747e-05	-5.24116e+04	6.66893e-01	8.15141e-09	2.86559e+00	3.23357e+02
3.24282e+02	1.20187e+04	-1.89909e-10	-7.62432e-05	-5.31914e+04	-9.16340e-01	8.03190e-09	-4.05548e+00	3.24282e+02
3.25167e+02	1.18523e+04	-1.01453e-10	-4.13025e-05	-5.39382e+04	-4.89528e-01	7.92070e-09	-2.22778e+00	3.25167e+02
3.26036e+02	1.16854e+04	-4.85589e-11	-2.00510e-05	-5.47083e+04	-2.34304e-01	7.80921e-09	-1.09695e+00	3.26036e+02
3.26964e+02	1.15012e+04	-8.61917e-11	-3.61605e-05	-5.55847e+04	-4.15888e-01	7.68608e-09	-2.00997e+00	3.26964e+02
3.27926e+02	1.13227e+04	6.30565e-10	2.68715e-04	-5.64611e+04	3.04257e+00	7.56677e-09	1.51720e+01	3.27926e+02
3.28776e+02	1.11681e+04	1.66598e-10	7.19785e-05	-5.72425e+04	8.03862e-01	7.46348e-09	4.12023e+00	3.28776e+02
3.29645e+02	1.10054e+04	8.64337e-12	3.78954e-06	-5.80885e+04	4.17056e-02	7.35479e-09	2.20129e-01	3.29645e+02
3.30553e+02	1.08467e+04	2.72985e-10	1.21438e-04	-5.89388e+04	1.31719e+00	7.24868e-09	7.15738e+00	3.30553e+02
3.31390e+02	1.06977e+04	-2.68438e-10	-1.21078e-04	-5.97596e+04	-1.29525e+00	7.14911e-09	-7.23558e+00	3.31390e+02
3.32324e+02	1.05304e+04	-4.87426e-10	-2.23344e-04	-6.07090e+04	-2.35190e+00	7.03732e-09	-1.35590e+01	3.32324e+02
3.33341e+02	1.03542e+04	-9.62952e-11	-4.48744e-05	-6.17420e+04	-4.64639e-01	6.91958e-09	-2.77063e+00	3.33341e+02
3.34308e+02	1.01945e+04	-1.68186e-10	-7.96045e-05	-6.27095e+04	-8.11524e-01	6.81281e-09	-4.99196e+00	3.34308e+02
3.35251e+02	1.00421e+04	-1.26355e-10	-6.07131e-05	-6.36612e+04	-6.09684e-01	6.71097e-09	-3.86507e+00	3.35251e+02
3.36198e+02	9.88843e+03	-4.15543e-10	-2.02768e-04	-6.46502e+04	-2.00505e+00	6.60830e-09	-1.31090e+01	3.36198e+02
3.37135e+02	9.73758e+03	9.97219e-11	4.94140e-05	-6.56517e+04	4.81173e-01	6.50749e-09	3.24412e+00	3.37135e+02
3.37977e+02	9.60415e+03	-1.93364e-10	-9.71465e-05	-6.65639e+04	-9.33009e-01	6.41832e-09	-6.46645e+00	3.37977e+02
3.38795e+02	9.48089e+03	-6.61413e-10	-3.36616e-04	-6.74293e+04	-3.19142e+00	6.33595e-09	-2.26978e+01	3.38795e+02
3.39604e+02	9.35737e+03	-1.30167e-10	-6.71207e-05	-6.83193e+04	-6.28073e-01	6.25340e-09	-4.58564e+00	3.39604e+02
3.40417e+02	9.23227e+03	-8.25805e-10	-4.31599e-04	-6.92451e+04	-3.98463e+00	6.16980e-09	-2.98861e+01	3.40417e+02
3.41233e+02	9.11019e+03	9.32296e-11	4.93784e-05	-7.01730e+04	4.49847e-01	6.08821e-09	3.46503e+00	3.41233e+02
3.42038e+02	8.99407e+03	-1.51288e-10	-8.11635e-05	-7.10790e+04	-7.29989e-01	6.01061e-09	-5.76902e+00	3.42038e+02
3.42861e+02	8.87017e+03	-1.35476e-10	-7.36957e-05	-7.20718e+04	-6.53693e-01	5.92781e-09	-5.31138e+00	3.42861e+02
3.43658e+02	8.75425e+03	-5.50799e-10	-3.03588e-04	-7.30262e+04	-2.65769e+00	5.85034e-09	-2.21699e+01	3.43658e+02
3.44471e+02	8.63699e+03	-1.03985e-10	-5.80922e-05	-7.40176e+04	-5.01742e-01	5.77198e-09	-4.29985e+00	3.44471e+02
3.45271e+02	8.52468e+03	-2.54750e-11	-1.44194e-05	-7.49928e+04	-1.22921e-01	5.69693e-09	-1.08135e+00	3.45271e+02
3.46119e+02	8.40776e+03	-3.55201e-10	-2.03847e-04	-7.60356e+04	-1.71390e+00	5.61879e-09	-1.54996e+01	3.46119e+02
3.46938e+02	8.29581e+03	-4.25469e-10	-2.47468e-04	-7.70617e+04	-2.05295e+00	5.54398e-09	-1.90703e+01	3.46938e+02
3.47782e+02	8.18237e+03	-1.66256e-10	-9.80412e-05	-7.81301e+04	-8.02210e-01	5.46817e-09	-7.65996e+00	3.47782e+02
3.48579e+02	8.07684e+03	8.06142e-11	4.81594e-05	-7.91509e+04	3.88975e-01	5.39764e-09	3.81186e+00	3.48579e+02
3.49676e+02	7.93076e+03	8.61987e-12	5.24441e-06	-8.06089e+04	4.15922e-02	5.30002e-09	4.22746e-01	3.49676e+02
3.50585e+02	7.81852e+03	-1.81262e-10	-1.11865e-04	-8.17661e+04	-8.74616e-01	5.22501e-09	-9.14674e+00	3.50585e+02
3.51407e+02	7.71660e+03	2.69066e-10	1.68246e-04	-8.28460e+04	1.29829e+00	5.15690e-09	1.39385e+01	3.51407e+02
3.52202e+02	7.61888e+03	-3.25441e-10	-2.06106e-04	-8.39085e+04	-1.57030e+00	5.09160e-09	-1.72941e+01	3.52202e+02
3.53096e+02	7.51371e+03	3.68935e-11	2.36923e-05	-8.50831e+04	1.78017e-01	5.02131e-09	2.01581e+00	3.53096e+02
3.53963e+02	7.40999e+03	-1.87800e-10	-1.22289e-04	-8.62739e+04	-9.06161e-01	4.95200e-09	-1.05504e+01	3.53963e+02
3.54870e+02	7.30251e+03	-1.89581e-12	-1.25266e-06	-8.75438e+04	-9.14758e-03	4.88017e-09	-1.09663e-01	3.54870e+02
3.55784e+02	7.19620e+03	-2.47343e-10	-1.65847e-04	-8.88371e+04	-1.19347e+00	4.80912e-09	-1.47333e+01	3.55784e+02
3.56669e+02	7.09736e+03	-3.01756e-10	-2.05149e-04	-9.00743e+04	-1.45602e+00	4.74307e-09	-1.84787e+01	3.56669e+02
3.57632e+02	6.98951e+03	-1.11101e-10	-7.66976e-05	-9.14641e+04	-5.36079e-01	4.67100e-09	-7.01508e+00	3.57632e+02
3.58525e+02	6.88955e+03	-4.26581e-10	-2.98760e-04	-9.27912e+04	-2.05832e+00	4.60419e-09	-2.77223e+01	3.58525e+02
3.59375e+02	6.79659e+03	1.56599e-10	1.11176e-04	-9.40603e+04	7.55615e-01	4.54207e-09	1.04572e+01	3.59375e+02
3.60260e+02	6.70303e+03	-1.84768e-10	-1.33004e-04	-9.53731e+04	-8.91533e-01	4.47955e-09	-1.26850e+01	3.60260e+02
3.61122e+02	6.61110e+03	-2.10569e-10	-1.53685e-04	-9.66993e+04	-1.01603e+00	4.41811e-09	-1.48612e+01	3.61122e+02
3.61987e+02	6.52095e+03	-1.15017e-10	-8.51063e-05	-9.80362e+04	-5.54974e-01	4.35786e-09	-8.34350e+00	3.61987e+02
3.62888e+02	6.37092e+03	-9.62834e-11	-7.29222e-05	-1.00345e+05	-4.64582e-01	4.25760e-09	-7.31738e+00	3.62888e+02
3.63787e+02	6.28206e+03	7.01381e-11	5.38719e-05	-1.01764e+05	3.38427e-01	4.19822e-09	5.48223e+00	3.63787e+02
3.64624e+02	6.20181e+03	7.34837e-11	5.71719e-05	-1.03081e+05	3.54570e-01	4.14459e-09	5.89335e+00	3.64624e+02
3.65514e+02	6.11871e+03	1.74864e-10	1.37896e-04	-1.04481e+05	8.43743e-01	4.08905e-09	1.44075e+01	3.65514e+02
3.66440e+02	6.03167e+03	2.80688e-10	2.24542e-04	-1.05989e+05	1.35436e+00	4.03088e-09	2.37989e+01	3.66440e+02
3.67307e+02	5.95255e+03	2.44453e-10	1.98154e-04	-1.07398e+05	1.17952e+00	3.97801e-09	2.12812e+01	3.67307e+02
3.68196e+02	5.87133e+03	1.63137e-10	1.34068e-04	-1.08883e+05	7.87160e-01	3.92373e-09	1.45978e+01	3.68196e+02
3.69159e+02	5.78738e+03	-5.23821e-11	-4.36729e-05	-1.10463e+05	-2.52751e-01	3.86762e-09	-4.82422e+00	3.69159e+02
3.70088e+02	5.70826e+03	9.11419e-11	7.70415e-05	-1.11994e+05	4.39773e-01	3.81475e-09	8.62817e+00	3.70088e+02
3.71139e+02	5.60937e+03	7.96296e-11	6.84969e-05	-1.13968e+05	3.84225e-01	3.74867e-09	7.80646e+00	3.71139e+02
3.72230e+02	5.51953e+03	1.18817e-10	1.03869e-04	-1.15823e+05	5.73308e-01	3.68863e-09	1.20304e+01	3.72230e+02
3.73178e+02	5.44173e+03	1.22452e-10	1.08577e-04	-1.17479e+05	5.90848e-01	3.63663e-09	1.27555e+01	3.73178e+02
3.74120e+02	5.36455e+03	7.14896e-11	6.43014e-05	-1.19169e+05	3.44948e-01	3.58506e-09	7.66275e+00	3.74120e+02
3.75064e+02	5.28989e+03	2.04837e-10	1.86841e-04	-1.20851e+05	9.88367e-01	3.53516e-09	2.25799e+01	3.75064e+02
3.76067e+02	5.21183e+03	1.20006e-11	1.11102e-05	-1.22661e+05	5.79045e-02	3.48299e-09	1.36279e+00	3.76067e+02
3.77039e+02	5.13669e+03	-2.54737e-11	-2.39287e-05	-1.24456e+05	-1.22914e-01	3.43278e-09	-2.97806e+00	3.77039e+02
3.77905e+02	5.07319e+03	-1.61541e-12	-1.53643e-06	-1.26013e+05	-7.79459e-03	3.39034e-09	-1.93610e-01	3.77905e+02
3.78784e+02	5.00705e+03	7.13653e-11	6.87727e-05	-1.27678e+05	3.44348e-01	3.34614e-09	8.78075e+00	3.78784e+02
3.79707e+02	4.94120e+03	-1.23088e-10	-1.20198e-04	-1.29379e+05	-5.93920e-01	3.30213e-09	-1.55511e+01	3.79707e+02
3.80569e+02	4.87904e+03	4.56947e-12	4.51900e-06	-1.31028e+05	2.20484e-02	3.26059e-09	5.92115e-01	3.80569e+02
3.81401e+02	4.81977e+03	9.26535e-11	9.27569e-05	-1.32639e+05	4.47067e-01	3.22099e-09	1.23032e+01	3.81401e+02
3.82231e+02	4.76292e+03	1.17994e-10	1.19536e-04	-1.34222e+05	5.69338e-01	3.18299e-09	1.60443e+01	3.82231e+02
3.83064e+02	4.70526e+03	2.00481e-10	2.05589e-04	-1.35867e+05	9.67349e-01	3.14446e-09	2.79327e+01	3.83064e+02
3.83936e+02	4.64725e+03	1.88290e-11	1.95498e-05	-1.37563e+05	9.08526e-02	3.10569e-09	2.68933e+00	3.83936e+02
3.84801e+02	4.58895e+03	6.52750e-12	6.86348e-06	-1.39311e+05	3.14962e-02	3.06673e-09	9.56156e-01	3.84801e+02
3.85650e+02	4.53422e+03	1.12242e-10	1.19443e-04	-1.40992e+05	5.41583e-01	3.03016e-09	1.68405e+01	3.85650e+02
3.86491e+02	4.47854e+03	7.96308e-11	8.57937e-05	-1.42745e+05	3.84230e-01	2.99295e-09	1.22466e+01	3.86491e+02
3.87355e+02	4.42427e+03	2.25756e-11	2.46211e-05	-1.44496e+05	1.08930e-01	2.95668e-09	3.55765e+00	3.87355e+02
3.88180e+02	4.37398e+03	5.30842e-11	5.85597e-05	-1.46157e+05	2.56139e-01	2.92307e-09	8.55892e+00	3.88180e+02
3.89042e+02	4.32097e+03	-5.68178e-11	-6.34474e-05	-1.47950e+05	-2.74154e-01	2.88765e-09	-9.38705e+00	3.89042e+02
3.89868e+02	4.26891e+03	2.74110e-11	3.09826e-05	-1.49755e+05	1.32262e-01	2.85286e-09	4.63979e+00	3.89868e+02
3.90714e+02	4.22034e+03	1.63412e-11	1.86830e-05	-1.51478e+05	7.88485e-02	2.82040e-09	2.83006e+00	3.90714e+02
3.91633e+02	4.16359e+03	-6.77713e-11	-7.85396e-05	-1.53543e+05	-3.27007e-01	2.78247e-09	-1.20592e+01	3.91633e+02
3.92533e+02	4.11344e+03	-1.87921e-11	-2.20435e-05	-1.55415e+05	-9.06744e-02	2.74895e-09	-3.42589e+00	3.92533e+02
3.93316e+02	4.07023e+03	-4.08388e-11	-4.84134e-05	-1.57065e+05	-1.97053e-01	2.72008e-09	-7.60403e+00	3.93316e+02
3.94072e+02	4.02789e+03	-4.83982e-11	-5.79779e-05	-1.58716e+05	-2.33529e-01	2.69178e-09	-9.20201e+00	3.94072e+02
3.94821e+02	3.98779e+03	8.68579e-13	1.05096e-06	-1.60312e+05	4.19102e-03	2.66499e-09	1.68482e-01	3.94821e+02
3.95549e+02	3.94939e+03	-4.86152e-11	-5.93955e-05	-1.61870e+05	-2.34576e-01	2.63932e-09	-9.61437e+00	3.95549e+02
3.96296e+02	3.90948e+03	-8.18596e-11	-1.01033e-04	-1.63523e+05	-3.94985e-01	2.61265e-09	-1.65211e+01	3.96296e+02
3.97031e+02	3.87131e+03	4.86631e-11	6.06530e-05	-1.65135e+05	2.34807e-01	2.58714e-09	1.00159e+01	3.97031e+02
3.97862e+02	3.83062e+03	1.07146e-10	1.34964e-04	-1.66889e+05	5.16994e-01	2.55995e-09	2.25240e+01	3.97862e+02
3.98571e+02	3.79383e+03	5.29521e-11	6.73465e-05	-1.68507e+05	2.55502e-01	2.53537e-09	1.13484e+01	3.98571e+02
3.99300e+02	3.75763e+03	-1.50434e-11	-1.93171e-05	-1.70131e+05	-7.25868e-02	2.51118e-09	-3.28644e+00	3.99300e+02
4.00073e+02	3.71932e+03	3.20890e-11	4.16297e-05	-1.71883e+05	1.54834e-01	2.48557e-09	7.15545e+00	4.00073e+02
4.00840e+02	3.68320e+03	-6.15708e-11	-8.06604e-05	-1.73569e+05	-2.97088e-01	2.46143e-09	-1.40002e+01	4.00840e+02
4.01620e+02	3.64503e+03	1.03247e-11	1.36674e-05	-1.75387e+05	4.98181e-02	2.43592e-09	2.39709e+00	4.01620e+02
4.02381e+02	3.60861e+03	-2.28932e-11	-3.06110e-05	-1.77157e+05	-1.10463e-01	2.41159e-09	-5.42295e+00	4.02381e+02
4.03171e+02	3.57354e+03	-2.97278e-11	-4.01397e-05	-1.78895e+05	-1.43441e-01	2.38815e-09	-7.18081e+00	4.03171e+02
4.03944e+02	3.53648e+03	1.04181e-10	1.42143e-04	-1.80770e+05	5.02687e-01	2.36338e-09	2.56952e+01	4.03944e+02
4.04748e+02	3.50101e+03	-3.24592e-11	-4.47358e-05	-1.82601e+05	-1.56621e-01	2.33968e-09	-8.16881e+00	4.04748e+02
4.05620e+02	3.45854e+03	5.54322e-11	7.73357e-05	-1.84844e+05	2.67469e-01	2.31130e-09	1.42950e+01	4.05620e+02
4.06667e+02	3.41410e+03	2.24695e-11	3.17561e-05	-1.87250e+05	1.08419e-01	2.28160e-09	5.94633e+00	4.06667e+02
4.07480e+02	3.37949e+03	-1.51520e-11	-2.16336e-05	-1.89167e+05	-7.31106e-02	2.25847e-09	-4.09238e+00	4.07480e+02
4.08283e+02	3.34488e+03	-2.48759e-11	-3.58847e-05	-1.91125e+05	-1.20030e-01	2.23534e-09	-6.85844e+00	4.08283e+02
4.09105e+02	3.31052e+03	2.76470e-11	4.02961e-05	-1.93108e+05	1.33401e-01	2.21237e-09	7.78152e+00	4.09105e+02
4.09885e+02	3.27990e+03	1.74430e-11	2.56609e-05	-1.94911e+05	8.41652e-02	2.19192e-09	5.00158e+00	4.09885e+02
4.10681e+02	3.24562e+03	7.47571e-11	1.11139e-04	-1.96970e+05	3.60714e-01	2.16900e-09	2.18910e+01	4.10681e+02
4.11491e+02	3.21422e+03	2.76391e-11	4.14916e-05	-1.98894e+05	1.33363e-01	2.14802e-09	8.25244e+00	4.11491e+02
4.12265e+02	3.18350e+03	6.82594e-12	1.03459e-05	-2.00813e+05	3.29362e-02	2.12749e-09	2.07759e+00	4.12265e+02
4.13102e+02	3.15136e+03	-3.82238e-11	-5.85256e-05	-2.02861e+05	-1.84435e-01	2.10601e-09	-1.18726e+01	4.13102e+02
4.13856e+02	3.12275e+03	1.10432e-11	1.70634e-05	-2.04720e+05	5.32849e-02	2.08689e-09	3.49322e+00	4.13856e+02
4.14636e+02	3.09347e+03	6.91927e-11	1.07926e-04	-2.06657e+05	3.33865e-01	2.06733e-09	2.23036e+01	4.14636e+02
4.15441e+02	3.06343e+03	3.32152e-11	5.23167e-05	-2.08684e+05	1.60268e-01	2.04725e-09	1.09177e+01	4.15441e+02
4.16205e+02	3.03542e+03	6.37617e-11	1.01357e-04	-2.10610e+05	3.07660e-01	2.02853e-09	2.13467e+01	4.16205e+02
4.17006e+02	3.00641e+03	1.14459e-10	1.83702e-04	-2.12642e+05	5.52283e-01	2.00914e-09	3.90627e+01	4.17006e+02
4.17830e+02	2.97691e+03	3.63241e-11	5.88762e-05	-2.14749e+05	1.75269e-01	1.98943e-09	1.26436e+01	4.17830e+02
4.18599e+02	2.95030e+03	5.10995e-11	8.35721e-05	-2.16686e+05	2.46563e-01	1.97165e-09	1.81089e+01	4.18599e+02
4.19382e+02	2.92268e+03	3.72491e-11	6.14957e-05	-2.18734e+05	1.79732e-01	1.95319e-09	1.34512e+01	4.19382e+02
4.20183e+02	2.89588e+03	8.42626e-11	1.40399e-04	-2.20758e+05	4.06580e-01	1.93528e-09	3.09943e+01	4.20183e+02
4.20960e+02	2.86860e+03	-3.71216e-12	-6.24408e-06	-2.22858e+05	-1.79117e-02	1.91704e-09	-1.39154e+00	4.20960e+02
4.21784e+02	2.84120e+03	2.58315e-11	4.38690e-05	-2.25006e+05	1.24641e-01	1.89874e-09	9.87080e+00	4.21784e+02
4.22604e+02	2.81436e+03	2.10373e-11	3.60679e-05	-2.27152e+05	1.01508e-01	1.88080e-09	8.19291e+00	4.22604e+02
4.23349e+02	2.79041e+03	2.02102e-11	3.49472e-05	-2.29102e+05	9.75171e-02	1.86479e-09	8.00648e+00	4.23349e+02
4.24204e+02	2.76212e+03	1.44847e-11	2.53033e-05	-2.31448e+05	6.98909e-02	1.84589e-09	5.85642e+00	4.24204e+02
4.25090e+02	2.73517e+03	1.01481e-10	1.79023e-04	-2.33729e+05	4.89659e-01	1.82788e-09	4.18430e+01	4.25090e+02
4.25868e+02	2.71011e+03	3.12808e-11	5.56932e-05	-2.35891e+05	1.50935e-01	1.81113e-09	1.31375e+01	4.25868e+02
4.26683e+02	2.68550e+03	6.52963e-11	1.17320e-04	-2.38052e+05	3.15064e-01	1.79469e-09	2.79284e+01	4.26683e+02
4.27503e+02	2.66097e+03	1.02208e-10	1.85335e-04	-2.40247e+05	4.93169e-01	1.77829e-09	4.45261e+01	4.27503e+02
4.28406e+02	2.63450e+03	6.21502e-11	1.13830e-04	-2.42661e+05	2.99884e-01	1.76060e-09	2.76220e+01	4.28406e+02
4.29157e+02	2.61287e+03	-6.02922e-13	-1.11341e-06	-2.44670e+05	-2.90919e-03	1.74614e-09	-2.72418e-01	4.29157e+02
4.29952e+02	2.59052e+03	3.09358e-11	5.76216e-05	-2.46780e+05	1.49270e-01	1.73121e-09	1.42199e+01	4.29952e+02
4.30694e+02	2.56885e+03	7.17132e-11	1.34701e-04	-2.48862e+05	3.46027e-01	1.71673e-09	3.35219e+01	4.30694e+02
4.31494e+02	2.54669e+03	2.97692e-11	5.64029e-05	-2.51028e+05	1.43641e-01	1.70192e-09	1.41587e+01	4.31494e+02
4.32260e+02	2.52525e+03	5.23997e-11	1.00123e-04	-2.53159e+05	2.52836e-01	1.68759e-09	2.53471e+01	4.32260e+02
4.33039e+02	2.50400e+03	9.45786e-11	1.82251e-04	-2.55308e+05	4.56356e-01	1.67339e-09	4.65301e+01	4.33039e+02
4.33811e+02	2.48301e+03	7.68893e-11	1.49416e-04	-2.57466e+05	3.71002e-01	1.65936e-09	3.84696e+01	4.33811e+02
4.34559e+02	2.46349e+03	5.40913e-11	1.05947e-04	-2.59505e+05	2.60999e-01	1.64632e-09	2.74937e+01	4.34559e+02
4.35609e+02	2.43392e+03	1.41943e-10	2.81397e-04	-2.62658e+05	6.84898e-01	1.62656e-09	7.39110e+01	4.35609e+02
4.36538e+02	2.41023e+03	7.53423e-11	1.50831e-04	-2.65240e+05	3.63538e-01	1.61073e-09	4.00064e+01	4.36538e+02
4.37301e+02	2.39079e+03	8.39308e-11	1.69391e-04	-2.67397e+05	4.04978e-01	1.59773e-09	4.52947e+01	4.37301e+02
4.38099e+02	2.37177e+03	4.86643e-13	9.90031e-07	-2.69541e+05	2.34813e-03	1.58502e-09	2.66854e-01	4.38099e+02
4.38970e+02	2.34990e+03	6.11866e-11	1.25637e-04	-2.72050e+05	2.95234e-01	1.57040e-09	3.41796e+01	4.38970e+02
4.39794e+02	2.32941e+03	7.45891e-11	1.54504e-04	-2.74443e+05	3.59903e-01	1.55671e-09	4.24027e+01	4.39794e+02
4.40665e+02	2.30846e+03	5.37830e-11	1.12417e-04	-2.76933e+05	2.59511e-01	1.54271e-09	3.11321e+01	4.40665e+02
4.41487e+02	2.28943e+03	6.53544e-11	1.37739e-04	-2.79235e+05	3.15345e-01	1.53000e-09	3.84616e+01	4.41487e+02
4.42336e+02	2.26904e+03	1.00900e-10	2.14565e-04	-2.81744e+05	4.86857e-01	1.51637e-09	6.04525e+01	4.42336e+02
4.43185e+02	2.24936e+03	7.10303e-11	1.52368e-04	-2.84209e+05	3.42732e-01	1.50322e-09	4.33045e+01	4.43185e+02
4.44034e+02	2.23033e+03	6.61689e-11	1.43152e-04	-2.86635e+05	3.19275e-01	1.49050e-09	4.10323e+01	4.44034e+02
4.44881e+02	2.21112e+03	8.53567e-11	1.86267e-04	-2.89124e+05	4.11859e-01	1.47766e-09	5.38543e+01	4.44881e+02
4.45723e+02	2.19183e+03	1.01230e-10	2.22851e-04	-2.91669e+05	4.88451e-01	1.46477e-09	6.49987e+01	4.45723e+02
4.46564e+02	2.17443e+03	1.41822e-10	3.14709e-04	-2.94003e+05	6.84312e-01	1.45314e-09	9.25253e+01	4.46564e+02
4.47412e+02	2.15557e+03	7.43433e-11	1.66414e-04	-2.96575e+05	3.58717e-01	1.44054e-09	4.93543e+01	4.47412e+02
4.48239e+02	2.13779e+03	8.12912e-11	1.83480e-04	-2.99042e+05	3.92242e-01	1.42866e-09	5.48682e+01	4.48239e+02
4.48360e+02	2.14303e+03	1.05841e-10	2.38307e-04	-2.98311e+05	5.10699e-01	1.43216e-09	7.10895e+01	4.48360e+02
4.46901e+02	2.18032e+03	1.25381e-10	2.77473e-04	-2.93209e+05	6.04981e-01	1.45708e-09	8.13577e+01	4.46901e+02
4.45243e+02	2.21985e+03	1.11219e-10	2.41750e-04	-2.87988e+05	5.36647e-01	1.48349e-09	6.96211e+01	4.45243e+02
4.43583e+02	2.26002e+03	5.50877e-11	1.17612e-04	-2.82869e+05	2.65806e-01	1.51034e-09	3.32688e+01	4.43583e+02
4.41889e+02	2.30219e+03	8.87258e-11	1.85960e-04	-2.77688e+05	4.28115e-01	1.53852e-09	5.16388e+01	4.41889e+02
4.40208e+02	2.34487e+03	9.80399e-11	2.01741e-04	-2.72633e+05	4.73057e-01	1.56704e-09	5.50015e+01	4.40208e+02
4.38395e+02	2.39096e+03	8.25788e-11	1.66651e-04	-2.67378e+05	3.98455e-01	1.59785e-09	4.45587e+01	4.38395e+02
4.36832e+02	2.43314e+03	1.22843e-10	2.43609e-04	-2.62742e+05	5.92736e-01	1.62604e-09	6.40063e+01	4.36832e+02
4.35312e+02	2.47400e+03	5.48292e-11	1.06936e-04	-2.58403e+05	2.64559e-01	1.65334e-09	2.76325e+01	4.35312e+02
4.33796e+02	2.51667e+03	4.06987e-11	7.80308e-05	-2.54022e+05	1.96377e-01	1.68185e-09	1.98216e+01	4.33796e+02
4.32149e+02	2.56305e+03	4.45094e-11	8.37925e-05	-2.49425e+05	2.14764e-01	1.71285e-09	2.09000e+01	4.32149e+02
4.30635e+02	2.60686e+03	1.14054e-11	2.11108e-05	-2.45234e+05	5.50327e-02	1.74213e-09	5.17707e+00	4.30635e+02
4.29052e+02	2.65386e+03	1.09597e-10	1.99265e-04	-2.40890e+05	5.28821e-01	1.77354e-09	4.80009e+01	4.29052e+02
4.27517e+02	2.70124e+03	1.89556e-11	3.38599e-05	-2.36665e+05	9.14638e-02	1.80520e-09	8.01346e+00	4.27517e+02
4.25862e+02	2.75238e+03	6.09624e-11	1.06872e-04	-2.32267e+05	2.94153e-01	1.83938e-09	2.48229e+01	4.25862e+02
4.24279e+02	2.80386e+03	1.11339e-10	1.91603e-04	-2.28004e+05	5.37226e-01	1.87378e-09	4.36861e+01	4.24279e+02
4.22687e+02	2.85687e+03	1.59034e-11	2.68601e-05	-2.23772e+05	7.67360e-02	1.90921e-09	6.01056e+00	4.22687e+02
4.21083e+02	2.91112e+03	3.04563e-11	5.04810e-05	-2.19602e+05	1.46956e-01	1.94546e-09	1.10857e+01	4.21083e+02
4.19517e+02	2.96700e+03	4.59080e-11	7.46588e-05	-2.15466e+05	2.21513e-01	1.98281e-09	1.60865e+01	4.19517e+02
4.17987e+02	3.02209e+03	2.88089e-11	4.59971e-05	-2.11539e+05	1.39007e-01	2.01962e-09	9.73019e+00	4.17987e+02
4.16414e+02	3.07902e+03	4.90097e-11	7.68034e-05	-2.07628e+05	2.36479e-01	2.05767e-09	1.59465e+01	4.16414e+02
4.14806e+02	3.14019e+03	1.04830e-10	1.61080e-04	-2.03583e+05	5.05822e-01	2.09855e-09	3.27931e+01	4.14806e+02
